scenario;Category;Baseline;model;region;period;Scope;value;unit;variable
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2025;Global;1394;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2030;Global;1390;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2035;Global;1375;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2040;Global;1349;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2045;Global;1315;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2050;Global;1273;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2060;Global;1174;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2070;Global;1068;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2080;Global;962;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2090;Global;862;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2100;Global;777;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2010;Global;1225;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2015;Global;1308;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2020;Global;1388;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2025;Global;1462;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2030;Global;1529;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2035;Global;1590;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2040;Global;1646;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2045;Global;1695;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2050;Global;1734;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2060;Global;1779;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2070;Global;1781;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2080;Global;1748;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2090;Global;1684;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2100;Global;1603;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2010;Global;127;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2015;Global;126;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2020;Global;125;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2025;Global;123;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2030;Global;120;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2035;Global;118;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2040;Global;115;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2045;Global;112;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2050;Global;109;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2060;Global;102;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2070;Global;96;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2080;Global;89;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2090;Global;82;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2100;Global;75;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2010;Global;143;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2015;Global;143;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2020;Global;142;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2025;Global;141;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2030;Global;140;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2035;Global;138;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2040;Global;138;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2045;Global;137;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2050;Global;137;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2060;Global;135;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2070;Global;133;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2080;Global;131;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2090;Global;127;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2100;Global;123;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2010;Global;314;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2015;Global;327;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2020;Global;340;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2025;Global;352;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2030;Global;365;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2035;Global;376;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2040;Global;387;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2045;Global;396;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2050;Global;405;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2060;Global;424;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2070;Global;440;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2080;Global;452;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2090;Global;458;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2100;Global;460;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2010;Global;6871;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2015;Global;7248;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2020;Global;7614;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2025;Global;7955;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2030;Global;8264;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2035;Global;8542;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2040;Global;8787;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2045;Global;8996;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2050;Global;9166;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2060;Global;9376;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2070;Global;9441;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2080;Global;9384;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2090;Global;9225;million;Population
NPi2020_1600_V4;2020_high;NoPolicy_V4;COPPE-COFFEE 1.0;World;2100;Global;8999;million;Population
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2010;Global;1214.918288;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2015;Global;1428.720135;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2020;Global;1713.195804;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2025;Global;1988.848254;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2030;Global;2254.238339;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2035;Global;2516.4506;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2040;Global;2790.742389;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2045;Global;3103.323375;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2050;Global;3447.040804;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2060;Global;4156.588133;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2070;Global;4771.85459;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2080;Global;5351.267768;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2090;Global;5920.863684;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;BRA;2100;Global;6492.338148;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2010;Global;4518.245629;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2015;Global;7422.884143;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2020;Global;10878.23054;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2025;Global;14337.49121;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2030;Global;17367.78144;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2035;Global;19830.27155;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2040;Global;21814.15299;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2045;Global;23450.3786;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2050;Global;24681.51461;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2060;Global;26138.89726;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2070;Global;26785.54483;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2080;Global;26867.7623;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2090;Global;26571.58412;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;CHN;2100;Global;26154.21299;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2010;Global;1381.251071;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2015;Global;2100.875818;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2020;Global;3134.845705;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2025;Global;4440.246085;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2030;Global;5848.707101;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2035;Global;7284.140448;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2040;Global;8729.626166;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2045;Global;10175.85315;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2050;Global;11656.79986;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2060;Global;14840.61342;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2070;Global;18212.88652;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2080;Global;21454.88244;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2090;Global;24526.84447;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;IND;2100;Global;27417.83372;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2010;Global;5149.308539;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2015;Global;5296.033998;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2020;Global;5451.456638;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2025;Global;5674.329762;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2030;Global;5907.206614;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2035;Global;6110.357449;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2040;Global;6287.504384;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2045;Global;6465.50715;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2050;Global;6637.703834;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2060;Global;7014.325267;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2070;Global;7379.954714;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2080;Global;7685.238102;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2090;Global;7984.691391;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;JPN;2100;Global;8295.677974;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2010;Global;1007.210081;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2015;Global;1248.300267;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2020;Global;1465.00463;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2025;Global;1668.088251;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2030;Global;1856.229349;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2035;Global;2030.319173;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2040;Global;2192.822645;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2045;Global;2335.909998;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2050;Global;2461.4894;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2060;Global;2756.37517;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2070;Global;3113.369181;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2080;Global;3445.765711;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2090;Global;3762.412132;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;RUS;2100;Global;4078.200349;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2010;Global;14477.42765;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2015;Global;15986.07566;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2020;Global;17981.80254;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2025;Global;20016.61627;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2030;Global;21984.27309;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2035;Global;23972.48455;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2040;Global;25977.14117;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2045;Global;27985.48503;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2050;Global;29897.92784;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2060;Global;33864.6215;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2070;Global;38132.28529;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2080;Global;42326.51548;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2090;Global;46369.18886;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;USA;2100;Global;50214.99051;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2010;Global;55461.3298;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2015;Global;65304.42388;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2020;Global;77561.22589;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2025;Global;90906.455;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2030;Global;104252.2521;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2035;Global;117321.4482;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2040;Global;130247.4957;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2045;Global;143127.9882;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2050;Global;155830.4289;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2060;Global;182017.5167;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2070;Global;209945.7393;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2080;Global;238748.036;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2090;Global;268714.7255;billion US$2010/yr OR local currency;GDP|MER
NoPolicy_V4;NoPOL;;COPPE-COFFEE 1.0;World;2100;Global;299877.0984;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2010;Global;1214.918288;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2015;Global;1428.720135;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2020;Global;1713.195804;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2025;Global;1988.848254;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2030;Global;2254.238339;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2035;Global;2516.4506;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2040;Global;2790.742389;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2045;Global;3103.323375;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2050;Global;3447.040804;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2060;Global;4156.588133;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2070;Global;4771.85459;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2080;Global;5351.267768;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2090;Global;5920.863684;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2100;Global;6492.338148;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2010;Global;4518.245629;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2015;Global;7422.884143;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2020;Global;10878.23054;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2025;Global;14337.49121;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2030;Global;17367.78144;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2035;Global;19830.27155;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2040;Global;21814.15299;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2045;Global;23450.3786;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2050;Global;24681.51461;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2060;Global;26138.89726;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2070;Global;26785.54483;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2080;Global;26867.7623;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2090;Global;26571.58412;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2100;Global;26154.21299;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2010;Global;1381.251071;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2015;Global;2100.875818;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2020;Global;3134.845705;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2025;Global;4440.246085;billion US$2010/yr OR local currency;GDP|MER
